"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Yang M.; Zhang X.; Qiao O.; Ji H.; Zhang Y.; Han X.; Wang W.; Li X.; Wang J.; Guo L.; Huang L.; Gao W.","Yang, Mingjuan (57907654400); Zhang, Xinyu (57223141963); Qiao, Ou (57194522703); Ji, Haixia (57223124787); Zhang, Yi (55740038500); Han, Xiaoying (57223135344); Wang, Wenzhe (57223141081); Li, Xia (36451038500); Wang, Juan (55948972900); Guo, Lanping (8982451400); Huang, Luqi (57752569100); Gao, Wenyuan (34770191600)","57907654400; 57223141963; 57194522703; 57223124787; 55740038500; 57223135344; 57223141081; 36451038500; 55948972900; 8982451400; 57752569100; 34770191600","Rosmarinic acid potentiates and detoxifies tacrine in combination for Alzheimer's disease","2023","Phytomedicine","109","","154600","","","","7","10.1016/j.phymed.2022.154600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144286795&doi=10.1016%2fj.phymed.2022.154600&partnerID=40&md5=28151b556c2ab888651105da7159c5bb","Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; National Resource Center for Chinese Materia Medica, China Academy of Chinese Medical Sciences, Beijing, 100700, China","Yang M., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Zhang X., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Qiao O., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Ji H., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Zhang Y., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Han X., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Wang W., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Li X., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Wang J., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China; Guo L., National Resource Center for Chinese Materia Medica, China Academy of Chinese Medical Sciences, Beijing, 100700, China; Huang L., National Resource Center for Chinese Materia Medica, China Academy of Chinese Medical Sciences, Beijing, 100700, China; Gao W., Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, No. 92, Weijin Road, Nankai District, Tianjin, 300072, China","W. Gao; Tianjin Key Laboratory for Modern Drug Delivery and High Efficiency, School of Pharmaceutical Science and Technology, Tianjin University, Tianjin, No. 92, Weijin Road, Nankai District, 300072, China; email: pharmgao@tju.edu.cn","","Elsevier GmbH","09447113","","PYTOE","36610144","English","Phytomedicine","Article","Final","","Scopus","2-s2.0-85144286795"
"Gajowniczek-Ałasa D.; Szwajgier D.; Baranowska-Wójcik E.","Gajowniczek-Ałasa, Dorota (57823268000); Szwajgier, Dominik (12780155700); Baranowska-Wójcik, Ewa (57191112635)","57823268000; 12780155700; 57191112635","Plant Soup Formulations Show Cholinesterase Inhibition Potential in the Prevention of Alzheimer’s Disease","2024","Current Alzheimer Research","21","1","","81","86","5","2","10.2174/0115672050306101240321050146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195269960&doi=10.2174%2f0115672050306101240321050146&partnerID=40&md5=0c84c19d8f9519ee2e864d8921ac26e9","Department of Biotechnology, Microbiology and Human Nutrition, University of Life Sciences in Lublin, Skromna 8, Lublin, 20-704, Poland","Gajowniczek-Ałasa D., Department of Biotechnology, Microbiology and Human Nutrition, University of Life Sciences in Lublin, Skromna 8, Lublin, 20-704, Poland; Szwajgier D., Department of Biotechnology, Microbiology and Human Nutrition, University of Life Sciences in Lublin, Skromna 8, Lublin, 20-704, Poland; Baranowska-Wójcik E., Department of Biotechnology, Microbiology and Human Nutrition, University of Life Sciences in Lublin, Skromna 8, Lublin, 20-704, Poland","D. Gajowniczek-Ałasa; Department of Biotechnology, Microbiology and Human Nutrition, University of Life Sciences in Lublin, Lublin, Skromna 8, 20-704, Poland; email: dorota.gajowniczek@up.lublin.pl","","Bentham Science Publishers","15672050","","","38523524","English","Curr. Alzheimer Res.","Article","Final","","Scopus","2-s2.0-85195269960"
"Cortés-Gómez M.-Á.; Llorens-Álvarez E.; Alom J.; del Ser T.; Avila J.; Sáez-Valero J.; García-Ayllón M.-S.","Cortés-Gómez, María-Ángeles (57209772944); Llorens-Álvarez, Esther (57219279947); Alom, Jordi (6602365037); del Ser, Teodoro (7004823276); Avila, Jesús (57188776945); Sáez-Valero, Javier (6603788896); García-Ayllón, María-Salud (6506664727)","57209772944; 57219279947; 6602365037; 7004823276; 57188776945; 6603788896; 6506664727","Tau phosphorylation by glycogen synthase kinase 3β modulates enzyme acetylcholinesterase expression","2021","Journal of Neurochemistry","157","6","","2091","2105","14","22","10.1111/jnc.15189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092053578&doi=10.1111%2fjnc.15189&partnerID=40&md5=9308219b96551bebeeb1601497f57098","Hospital General Universitario de Elche, FISABIO, Unidad de Investigación, Elche, Spain; Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain; Instituto de Neurociencias de Alicante, Universidad Miguel Hernández-CSIC, Sant Joan d’Alacant, Spain; Servicio de Neurología, Hospital General Universitario de Elche, FISABIO, Elche, Spain; Alzheimer’s Disease Investigation Research Unit, CIEN Foundation, Queen Sofia Foundation Alzheimer Research Center, Madrid, Spain; Department of Molecular Neuropathology, Centro de Biología Molecular 'Severo Ochoa', CBMSO, CSIC-UAM, Madrid, Spain","Cortés-Gómez M.-Á., Hospital General Universitario de Elche, FISABIO, Unidad de Investigación, Elche, Spain, Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain, Instituto de Neurociencias de Alicante, Universidad Miguel Hernández-CSIC, Sant Joan d’Alacant, Spain; Llorens-Álvarez E., Hospital General Universitario de Elche, FISABIO, Unidad de Investigación, Elche, Spain, Instituto de Neurociencias de Alicante, Universidad Miguel Hernández-CSIC, Sant Joan d’Alacant, Spain; Alom J., Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain, Servicio de Neurología, Hospital General Universitario de Elche, FISABIO, Elche, Spain; del Ser T., Alzheimer’s Disease Investigation Research Unit, CIEN Foundation, Queen Sofia Foundation Alzheimer Research Center, Madrid, Spain; Avila J., Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain, Department of Molecular Neuropathology, Centro de Biología Molecular 'Severo Ochoa', CBMSO, CSIC-UAM, Madrid, Spain; Sáez-Valero J., Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain, Instituto de Neurociencias de Alicante, Universidad Miguel Hernández-CSIC, Sant Joan d’Alacant, Spain; García-Ayllón M.-S., Hospital General Universitario de Elche, FISABIO, Unidad de Investigación, Elche, Spain, Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas (CIBERNED), Madrid, Spain, Instituto de Neurociencias de Alicante, Universidad Miguel Hernández-CSIC, Sant Joan d’Alacant, Spain","M.-S. García-Ayllón; Hospital General Universitario de Elche, FISABIO, Unidad de Investigación, Elche, Spain; email: ms.garcia@umh.es","","Blackwell Publishing Ltd","00223042","","JONRA","32955735","English","J. Neurochem.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85092053578"
"Gajendra K.; Pratap G.K.; Poornima D.V.; Shantaram M.; Ranjita G.","Gajendra, Kumar (57970028000); Pratap, G.K. (57217869727); Poornima, D.V. (56878925200); Shantaram, Manjula (16742408800); Ranjita, G. (58982128100)","57970028000; 57217869727; 56878925200; 16742408800; 58982128100","Natural acetylcholinesterase inhibitors: A multi-targeted therapeutic potential in Alzheimer's disease","2024","European Journal of Medicinal Chemistry Reports","11","","100154","","","","13","10.1016/j.ejmcr.2024.100154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190161724&doi=10.1016%2fj.ejmcr.2024.100154&partnerID=40&md5=7e665fc5fc7d9e2b09e33d3b736a93d6","Center for Translational Neuroscience, Robert J. and Nancy D. Carney Institute for Brain Science and Brown Institute for Translational Science, Brown University, Providence, RI, United States; Developmental Disorders Genetics Research Program, Department of Psychiatry and Human Behavior, Alpert Medical School of Brown University, Emma Pendleton Bradley Hospital, East Providence, RI, United States; Department of Molecular Biology, Cell Biology and Biochemistry, Brown University, Providence, RI, United States; Department of Studies in Biochemistry, Davangere University Shivagangothri, Karnataka, Davangere, 577007, India; Department of Studies in Food Technology, Davangere University Shivagangothri, Karnataka, Davangere, 577007, India; Department of Studies and Research in Biochemistry, Mangalore University, Jnana Kaveri Post Graduate Centre, Chikka Aluvara, Karnataka, Kodagu, 571 232, India","Gajendra K., Center for Translational Neuroscience, Robert J. and Nancy D. Carney Institute for Brain Science and Brown Institute for Translational Science, Brown University, Providence, RI, United States, Developmental Disorders Genetics Research Program, Department of Psychiatry and Human Behavior, Alpert Medical School of Brown University, Emma Pendleton Bradley Hospital, East Providence, RI, United States, Department of Molecular Biology, Cell Biology and Biochemistry, Brown University, Providence, RI, United States; Pratap G.K., Department of Studies in Biochemistry, Davangere University Shivagangothri, Karnataka, Davangere, 577007, India; Poornima D.V., Department of Studies in Food Technology, Davangere University Shivagangothri, Karnataka, Davangere, 577007, India; Shantaram M., Department of Studies and Research in Biochemistry, Mangalore University, Jnana Kaveri Post Graduate Centre, Chikka Aluvara, Karnataka, Kodagu, 571 232, India; Ranjita G., Department of Studies in Biochemistry, Davangere University Shivagangothri, Karnataka, Davangere, 577007, India","K. Gajendra; Laboratories for Molecular Medicine, Brown University, Providence, 70 Ship Street, 02912, United States; email: gajendra_kumar@brown.edu","","Elsevier Masson s.r.l.","27724174","","","","English","Eur. J. Med. Chem. Rep.","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85190161724"
"Verma G.; Bhushan B.; Singh G.; Singh K.; Kumar S.; Garg A.; Rajput P.","Verma, Garima (58757120300); Bhushan, Bharat (59432353600); Singh, Geetanjali (54898392200); Singh, Kuldeep (59130434600); Kumar, Shivendra (58642664800); Garg, Akash (57822629200); Rajput, Pankaj (59198915700)","58757120300; 59432353600; 54898392200; 59130434600; 58642664800; 57822629200; 59198915700","Pharmacological Strategies for Enzyme Inhibition in Disease Therapeutics: A Comprehensive Review","2024","Current Enzyme Inhibition","20","2","","96","108","12","1","10.2174/0115734080273835231127045336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197270641&doi=10.2174%2f0115734080273835231127045336&partnerID=40&md5=8c3359b5bcd085a3da1f59304b69f3f4","Department of Pharmaceutics, Swami Vivekanand Subharti University, Uttar Pradesh, Meerut, India; Department of Pharmacology, Institute of Pharmaceutical Research, GLA University, Uttar Pradesh, Mathura, India; Department of Pharmacology, Sanjay College of Pharmacy, Uttar Pradesh, Mathura, India; Department of Pharmacology, Rajiv Academy for Pharmacy, Uttar Pradesh, Mathura, India; Department of Pharmaceutics, Rajiv Academy for Pharmacy, Uttar Pradesh, Mathura, India; Department of Pharmacy, Venkateshwar group of the Institute of Pharmacy, Uttar Pradesh, Meerut, India","Verma G., Department of Pharmaceutics, Swami Vivekanand Subharti University, Uttar Pradesh, Meerut, India; Bhushan B., Department of Pharmacology, Institute of Pharmaceutical Research, GLA University, Uttar Pradesh, Mathura, India; Singh G., Department of Pharmacology, Sanjay College of Pharmacy, Uttar Pradesh, Mathura, India; Singh K., Department of Pharmacology, Rajiv Academy for Pharmacy, Uttar Pradesh, Mathura, India; Kumar S., Department of Pharmacology, Rajiv Academy for Pharmacy, Uttar Pradesh, Mathura, India; Garg A., Department of Pharmaceutics, Rajiv Academy for Pharmacy, Uttar Pradesh, Mathura, India; Rajput P., Department of Pharmacy, Venkateshwar group of the Institute of Pharmacy, Uttar Pradesh, Meerut, India","K. Singh; Department of Pharmacology, Rajiv Academy for Pharmacy, Mathura, Uttar Pradesh, India; email: kuldeep.singh_mph20@gla.ac.in","","Bentham Science Publishers","15734080","","","","English","Curr. Enzyme Inhib.","Review","Final","","Scopus","2-s2.0-85197270641"
"Lammari N.; Demautis T.; Louaer O.; Meniai A.H.; Casabianca H.; Bensouici C.; Devouassoux G.; Fessi H.; Bentaher A.; Elaissari A.","Lammari, Narimane (57216646872); Demautis, Tanguy (57221545567); Louaer, Ouahida (24481727500); Meniai, Abdeslam Hassen (24178130000); Casabianca, Herve (6602712624); Bensouici, Chawki (41260979700); Devouassoux, Gilles (56017314900); Fessi, Hatem (7006721683); Bentaher, Abderrazzak (57189023878); Elaissari, Abdelhamid (7007144057)","57216646872; 57221545567; 24481727500; 24178130000; 6602712624; 41260979700; 56017314900; 7006721683; 57189023878; 7007144057","Nanocapsules containing Saussurea lappa essential oil: Formulation, characterization, antidiabetic, anti-cholinesterase and anti-inflammatory potentials","2021","International Journal of Pharmaceutics","593","","120138","","","","43","10.1016/j.ijpharm.2020.120138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099427286&doi=10.1016%2fj.ijpharm.2020.120138&partnerID=40&md5=6d5451490165f35c9be7bec585891f00","Univ Lyon, Université Claude Bernard Lyon-1, CNRS, LAGEPP UMR 5007, Lyon, F-69622, France; Environmental Process Engineering Laboratory, University Constantine 3, Salah Boubnider, Constantine, 25000, Algeria; Inflammation and Immunity of the Respiratory Epithelium – EA7426 (PI3) – South Medical University Hospital - Lyon 1 Claude Bernard University, Pierre-Bénite, France; Univ Lyon, University Claude Bernard Lyon-1, CNRS, ISA-UMR 5280, Villeurbanne, 69622, France; Centre de Recherche en Biotechnologie (CRBt), Constantine, 25000, Algeria","Lammari N., Univ Lyon, Université Claude Bernard Lyon-1, CNRS, LAGEPP UMR 5007, Lyon, F-69622, France, Environmental Process Engineering Laboratory, University Constantine 3, Salah Boubnider, Constantine, 25000, Algeria; Demautis T., Inflammation and Immunity of the Respiratory Epithelium – EA7426 (PI3) – South Medical University Hospital - Lyon 1 Claude Bernard University, Pierre-Bénite, France; Louaer O., Environmental Process Engineering Laboratory, University Constantine 3, Salah Boubnider, Constantine, 25000, Algeria; Meniai A.H., Environmental Process Engineering Laboratory, University Constantine 3, Salah Boubnider, Constantine, 25000, Algeria; Casabianca H., Univ Lyon, University Claude Bernard Lyon-1, CNRS, ISA-UMR 5280, Villeurbanne, 69622, France; Bensouici C., Centre de Recherche en Biotechnologie (CRBt), Constantine, 25000, Algeria; Devouassoux G., Inflammation and Immunity of the Respiratory Epithelium – EA7426 (PI3) – South Medical University Hospital - Lyon 1 Claude Bernard University, Pierre-Bénite, France; Fessi H., Univ Lyon, Université Claude Bernard Lyon-1, CNRS, LAGEPP UMR 5007, Lyon, F-69622, France; Bentaher A., Inflammation and Immunity of the Respiratory Epithelium – EA7426 (PI3) – South Medical University Hospital - Lyon 1 Claude Bernard University, Pierre-Bénite, France; Elaissari A., Univ Lyon, Université Claude Bernard Lyon-1, CNRS, LAGEPP UMR 5007, Lyon, F-69622, France","A. Elaissari; Univ Lyon, Université Claude Bernard Lyon-1, CNRS, LAGEPP UMR 5007, Lyon, F-69622, France; email: abdelhamid.elaissari@univ-lyon1.fr","","Elsevier B.V.","03785173","","IJPHD","33278497","English","Int. J. Pharm.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85099427286"
"Benfante R.; Di Lascio S.; Cardani S.; Fornasari D.","Benfante, Roberta (6603826918); Di Lascio, Simona (9273811400); Cardani, Silvia (57190215868); Fornasari, Diego (6701605802)","6603826918; 9273811400; 57190215868; 6701605802","Acetylcholinesterase inhibitors targeting the cholinergic anti-inflammatory pathway: a new therapeutic perspective in aging-related disorders","2021","Aging Clinical and Experimental Research","33","4","","823","834","11","61","10.1007/s40520-019-01359-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073968456&doi=10.1007%2fs40520-019-01359-4&partnerID=40&md5=d3d3df5bca00a7d68f43491c55103405","CNR-Neuroscience Institute, Via Vanvitelli 32, Milan, 20129, Italy; Dept. Medical Biotechnology and Translational Medicine, Università degli Studi di Milano, Via Vanvitelli 32, Milan, 20129, Italy","Benfante R., CNR-Neuroscience Institute, Via Vanvitelli 32, Milan, 20129, Italy, Dept. Medical Biotechnology and Translational Medicine, Università degli Studi di Milano, Via Vanvitelli 32, Milan, 20129, Italy; Di Lascio S., Dept. Medical Biotechnology and Translational Medicine, Università degli Studi di Milano, Via Vanvitelli 32, Milan, 20129, Italy; Cardani S., Dept. Medical Biotechnology and Translational Medicine, Università degli Studi di Milano, Via Vanvitelli 32, Milan, 20129, Italy; Fornasari D., CNR-Neuroscience Institute, Via Vanvitelli 32, Milan, 20129, Italy, Dept. Medical Biotechnology and Translational Medicine, Università degli Studi di Milano, Via Vanvitelli 32, Milan, 20129, Italy","R. Benfante; CNR-Neuroscience Institute, Milan, Via Vanvitelli 32, 20129, Italy; email: roberta.benfante@in.cnr.it","","Springer Science and Business Media Deutschland GmbH","15940667","","AGNGE","31583530","English","Aging Clin. Exp. Res.","Review","Final","","Scopus","2-s2.0-85073968456"
"Gupta B.; Rohatgi K.","Gupta, Bandna (7402195284); Rohatgi, Kopal (57972757800)","7402195284; 57972757800","Neuropharmacology in Alzheimer and Huntington Disease","2022","Neurodegenerative Diseases: Multifactorial Degenerative Processes, Biomarkers and Therapeutic Approaches, First Edition","","","","218","260","42","0","10.2174/9789815040913122010015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208855472&doi=10.2174%2f9789815040913122010015&partnerID=40&md5=ac3782d796686e3d472a1502eaa7a7e2","Department of Psychiatry, King George’s Medical University, Lucknow, India","Gupta B., Department of Psychiatry, King George’s Medical University, Lucknow, India; Rohatgi K., Department of Psychiatry, King George’s Medical University, Lucknow, India","B. Gupta; Department of Psychiatry, King George Medical University, Lucknow, India; email: drbandna@yahoo.in","","Bentham Science Publishers","","978-981504091-3; 978-981504092-0","","","English","Neurodegenerative Diseases: Multifactorial Degenerative Processes, Biomarkers and Therapeutic Approaches, First Edition","Book chapter","Final","","Scopus","2-s2.0-85208855472"
"Lozupone M.; La Montagna M.; D’Urso F.; Piccininni C.; Sardone R.; Dibello V.; Giannelli G.; Solfrizzi V.; Greco A.; Daniele A.; Quaranta N.; Seripa D.; Bellomo A.; Logroscino G.; Panza F.","Lozupone, Madia (35753443500); La Montagna, Maddalena (56299561500); D’Urso, Francesca (57202353839); Piccininni, Carla (57204444681); Sardone, Rodolfo (57192418289); Dibello, Vittorio (57193223967); Giannelli, Gianluigi (7005015716); Solfrizzi, Vincenzo (7003837379); Greco, Antonio (55046558500); Daniele, Antonio (7004251623); Quaranta, Nicola (7005390248); Seripa, Davide (6602180406); Bellomo, Antonello (6701780392); Logroscino, Giancarlo (7004888005); Panza, Francesco (57190310649)","35753443500; 56299561500; 57202353839; 57204444681; 57192418289; 57193223967; 7005015716; 7003837379; 55046558500; 7004251623; 7005390248; 6602180406; 6701780392; 7004888005; 57190310649","Pharmacotherapy for the treatment of depression in patients with alzheimer’s disease: a treatment-resistant depressive disorder","2018","Expert Opinion on Pharmacotherapy","19","8","","823","842","19","40","10.1080/14656566.2018.1471136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048000745&doi=10.1080%2f14656566.2018.1471136&partnerID=40&md5=38169dcd4e340ff61952ed80b9e7074e","Neurodegenerative Disease Unit, Department of Basic Medicine, Neuroscience, and Sense Organs, University of Bari Aldo Moro, Bari, Italy; Psychiatric Unit, Department of Clinical and Experimental Medicine, University of Foggia, Foggia, Italy; Department of Epidemiology and Biostatistics, National Institute of Gastroenterology “S. de Bellis” Research Hospital, Castellana Grotte, Bari, Italy; Interdisciplinary Department of Medicine (DIM), Section of Dentistry, University of Bari Aldo Moro, Bari, Italy; Geriatric Medicine-Memory Unit and Rare Disease Centre, University of Bari Aldo Moro, Bari, Italy; Geriatric Unit & Laboratory of Gerontology and Geriatrics, Department of Medical Sciences, IRCCS “Casa Sollievo della Sofferenza”, San Giovanni Rotondo, Foggia, Italy; Institute of Neurology, Catholic University of Sacred Heart, Rome, Italy; Otolaryngology Unit, University of Bari “Aldo Moro”, Bari, Italy; Department of Clinical Research in Neurology, University of Bari Aldo Moro, “Pia Fondazione Cardinale G. Panico”, Tricase, Lecce, Italy","Lozupone M., Neurodegenerative Disease Unit, Department of Basic Medicine, Neuroscience, and Sense Organs, University of Bari Aldo Moro, Bari, Italy; La Montagna M., Psychiatric Unit, Department of Clinical and Experimental Medicine, University of Foggia, Foggia, Italy; D’Urso F., Psychiatric Unit, Department of Clinical and Experimental Medicine, University of Foggia, Foggia, Italy; Piccininni C., Psychiatric Unit, Department of Clinical and Experimental Medicine, University of Foggia, Foggia, Italy; Sardone R., Department of Epidemiology and Biostatistics, National Institute of Gastroenterology “S. de Bellis” Research Hospital, Castellana Grotte, Bari, Italy; Dibello V., Interdisciplinary Department of Medicine (DIM), Section of Dentistry, University of Bari Aldo Moro, Bari, Italy; Giannelli G., Department of Epidemiology and Biostatistics, National Institute of Gastroenterology “S. de Bellis” Research Hospital, Castellana Grotte, Bari, Italy; Solfrizzi V., Geriatric Medicine-Memory Unit and Rare Disease Centre, University of Bari Aldo Moro, Bari, Italy; Greco A., Geriatric Unit & Laboratory of Gerontology and Geriatrics, Department of Medical Sciences, IRCCS “Casa Sollievo della Sofferenza”, San Giovanni Rotondo, Foggia, Italy; Daniele A., Institute of Neurology, Catholic University of Sacred Heart, Rome, Italy; Quaranta N., Otolaryngology Unit, University of Bari “Aldo Moro”, Bari, Italy; Seripa D., Geriatric Unit & Laboratory of Gerontology and Geriatrics, Department of Medical Sciences, IRCCS “Casa Sollievo della Sofferenza”, San Giovanni Rotondo, Foggia, Italy; Bellomo A., Psychiatric Unit, Department of Clinical and Experimental Medicine, University of Foggia, Foggia, Italy; Logroscino G., Neurodegenerative Disease Unit, Department of Basic Medicine, Neuroscience, and Sense Organs, University of Bari Aldo Moro, Bari, Italy, Department of Clinical Research in Neurology, University of Bari Aldo Moro, “Pia Fondazione Cardinale G. Panico”, Tricase, Lecce, Italy; Panza F., Neurodegenerative Disease Unit, Department of Basic Medicine, Neuroscience, and Sense Organs, University of Bari Aldo Moro, Bari, Italy, Geriatric Unit & Laboratory of Gerontology and Geriatrics, Department of Medical Sciences, IRCCS “Casa Sollievo della Sofferenza”, San Giovanni Rotondo, Foggia, Italy, Department of Clinical Research in Neurology, University of Bari Aldo Moro, “Pia Fondazione Cardinale G. Panico”, Tricase, Lecce, Italy","F. Panza; Neurodegenerative Disease Unit, Department of Basic Medicine, Neuroscience, and Sense Organs, University of Bari Aldo Moro, Bari, Italy; email: f_panza@hotmail.com","","Taylor and Francis Ltd","14656566","","EOPHF","29726758","English","Expert Opin. Pharmacother.","Review","Final","","Scopus","2-s2.0-85048000745"
"Parween F.; Hossain M.S.; Singh K.P.; Gupta R.D.","Parween, Fauzia (57209335402); Hossain, Md Summon (57204088780); Singh, Kshetra Pal (55681287000); Gupta, Rinkoo Devi (16315346900)","57209335402; 57204088780; 55681287000; 16315346900","Association between human paraoxonase 2 protein and efficacy of acetylcholinesterase inhibiting drugs used against Alzheimer’s disease","2021","PLoS ONE","16","10 October","e0258879","","","","4","10.1371/journal.pone.0258879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118281262&doi=10.1371%2fjournal.pone.0258879&partnerID=40&md5=243a4afe4f192dc9525073d1dbff025e","Faculty of Life Sciences and Biotechnology, South Asian University, New Delhi, India; Defence Research and Development Establishment (DRDO), Gwalior, India","Parween F., Faculty of Life Sciences and Biotechnology, South Asian University, New Delhi, India; Hossain M.S., Faculty of Life Sciences and Biotechnology, South Asian University, New Delhi, India; Singh K.P., Defence Research and Development Establishment (DRDO), Gwalior, India; Gupta R.D., Faculty of Life Sciences and Biotechnology, South Asian University, New Delhi, India","R.D. Gupta; Faculty of Life Sciences and Biotechnology, South Asian University, New Delhi, India; email: rdgupta@sau.ac.in","","Public Library of Science","19326203","","POLNC","34714861","English","PLoS ONE","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118281262"
"Park D.; Choi E.-K.; Cho T.-H.; Joo S.S.; Kim Y.-B.","Park, Dongsun (55724786600); Choi, Ehn-Kyoung (36909978300); Cho, Tai-Hyoung (7202394713); Joo, Seong Soo (56808768200); Kim, Yun-Bae (8260553900)","55724786600; 36909978300; 7202394713; 56808768200; 8260553900","Human neural stem cells encoding ChAT gene restore cognitive function via acetylcholine synthesis, Aβ elimination, and neuroregeneration in APPswe/PS1dE9 mice","2020","International Journal of Molecular Sciences","21","11","3958","","","","26","10.3390/ijms21113958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085889176&doi=10.3390%2fijms21113958&partnerID=40&md5=cd6e763b027836ab2997db19d09352ab","Department of Biology Education, Korea National University of Education, Cheongju, 29173, Chungbuk, South Korea; Central Research Institute, Designed Cells Co., Ltd., Cheongju, 28576, Chungbuk, South Korea; Department of Neurosurgery, Korea University College of Medicine, Korea University Anam Hospital, Seoul, 02841, South Korea; Department of Marine Molecular Biotechnology, Gangneung-Wonju National University, Gangneung, 25457, Gangwon, South Korea; College of Veterinary Medicine and Veterinary Medical Center, Chungbuk National University, Cheongju, 28644, Chungbuk, South Korea","Park D., Department of Biology Education, Korea National University of Education, Cheongju, 29173, Chungbuk, South Korea; Choi E.-K., Central Research Institute, Designed Cells Co., Ltd., Cheongju, 28576, Chungbuk, South Korea; Cho T.-H., Department of Neurosurgery, Korea University College of Medicine, Korea University Anam Hospital, Seoul, 02841, South Korea; Joo S.S., Department of Marine Molecular Biotechnology, Gangneung-Wonju National University, Gangneung, 25457, Gangwon, South Korea; Kim Y.-B., Central Research Institute, Designed Cells Co., Ltd., Cheongju, 28576, Chungbuk, South Korea, College of Veterinary Medicine and Veterinary Medical Center, Chungbuk National University, Cheongju, 28644, Chungbuk, South Korea","Y.-B. Kim; Central Research Institute, Designed Cells Co., Ltd., Cheongju, 28576, South Korea; email: solar93@cbu.ac.kr","","MDPI AG","16616596","","","32486466","English","Int. J. Mol. Sci.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085889176"
